dataset_name,method,k,theta,MAX,SSE,Total_time,allSSEs
Syn_n_50000_d_2_seed_6,asc,20,1.5,20,823930.38295234,146.149485826492,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825216.0682833774, 825088.2496424871, 824996.6081898627, 824888.1261181206, 824797.0127803984, 824681.3821616666, 824593.3158519765, 824495.3411310565, 824391.9874529422, 824303.9211432519, 824205.946422332, 824116.8065983929, 824021.685691529, 823930.38295234)"
Syn_n_50000_d_2_seed_7,asc,20,1.5,20,825512.128297058,128.628933668137,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,1.5,20,821197.659419203,101.048091888428,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201299, 821295.4154184824, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,1.5,20,825649.51843048,202.241309404373,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401774, 826584.6441252669, 826495.18533447, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,1.5,50,822470.770706042,81.1036293506622,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412433, 823709.34415283, 823625.918471481, 823513.3253102559, 823431.7692394432, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,1.5,50,822973.1119851,186.215220689774,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
Syn_n_50000_d_2_seed_2,asc,20,1.5,50,827592.066499684,200.719042539597,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827981.3888878152, 827872.6168362324, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,1.5,50,822430.128915603,118.23698759079,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.378026916, 823718.7178626037, 823614.2721566376, 823512.8446551736, 823413.6049614714, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216168, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,1.5,50,828915.101978877,114.27853012085,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700931, 829733.717380335, 829632.2891142608, 829540.464101952, 829440.6314138558, 829356.5314601352, 829267.8922685608, 829178.6687367607, 829093.4774166497, 829005.6328751685, 828915.1019788773)"
Syn_n_50000_d_2_seed_5,asc,20,1.5,50,823692.923557233,90.4775421619415,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659529, 824640.5565853848, 824540.2067264084, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,1.5,50,823930.38295234,146.890531778336,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825216.0682833774, 825088.2496424871, 824996.6081898627, 824888.1261181206, 824797.0127803984, 824681.3821616666, 824593.3158519765, 824495.3411310565, 824391.9874529422, 824303.9211432519, 824205.946422332, 824116.8065983929, 824021.685691529, 823930.38295234)"
Syn_n_50000_d_2_seed_7,asc,20,1.5,50,825512.128297058,129.039940357208,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,1.5,50,821197.659419203,101.6990878582,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201299, 821295.4154184824, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,1.5,50,825649.51843048,223.397690296173,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401774, 826584.6441252669, 826495.18533447, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,2,5,822470.770706042,71.0880510807037,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.2170225929, 823821.7913412428, 823709.34415283, 823625.9184714808, 823513.3253102559, 823431.7692394431, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,2,5,822988.253933615,152.992424249649,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381606, 824026.4403479792, 823932.7201694021, 823842.6614603658, 823743.4480065341, 823643.0794747306, 823549.3592961538, 823465.3349854402, 823367.6185343293, 823267.2500025261, 823170.0776692121, 823083.498725297, 822988.253933615)"
Syn_n_50000_d_2_seed_2,asc,20,2,5,827592.066499684,189.443943500519,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827966.9079953358, 827872.6168362328, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,2,5,822430.128915603,111.409480333328,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269183, 823718.717862604, 823614.2721566376, 823512.8446551736, 823413.6049614716, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216167, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,2,5,828915.101978877,103.502359628677,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700932, 829733.717380335, 829632.2891142608, 829540.4641019522, 829440.6314138559, 829356.5314601352, 829267.892268561, 829178.6687367609, 829093.4774166499, 829005.6328751686, 828915.1019788774)"
Syn_n_50000_d_2_seed_5,asc,20,2,5,823714.369789143,86.629189491272,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825059.6041409342, 824956.6657454345, 824860.8334365598, 824744.1134659529, 824661.2232983655, 824540.2067264084, 824457.6757347875, 824344.5604787465, 824269.1196549217, 824161.8415359608, 824088.9832628815, 823975.002620568, 823893.386981595, 823780.2717255539, 823714.3697891429)"
Syn_n_50000_d_2_seed_6,asc,20,2,5,823930.572353806,140.234823465347,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825219.6995637978, 825109.2136151886, 824996.6081898627, 824888.1261181206, 824797.0127803982, 824701.2733523382, 824593.315851972, 824495.3411310565, 824407.751853913, 824303.9211432475, 824205.946422332, 824118.3571451884, 824021.685691529, 823930.5723538056)"
Syn_n_50000_d_2_seed_7,asc,20,2,5,825512.128297058,119.523530483246,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,2,5,821197.659419203,92.5914649963379,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.0430841392, 821577.7700460092, 821482.7646751867, 821393.0603201299, 821295.4154184824, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,2,5,825649.51843048,184.551939487457,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401771, 826584.6441252669, 826495.1853344697, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,2,10,822470.770706042,71.0655772686005,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.2170225929, 823821.7913412428, 823709.34415283, 823625.9184714808, 823513.3253102559, 823431.7692394431, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,2,10,822988.253933615,153.392525911331,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381606, 824026.4403479792, 823932.7201694021, 823842.6614603658, 823743.4480065341, 823643.0794747306, 823549.3592961538, 823465.3349854402, 823367.6185343293, 823267.2500025261, 823170.0776692121, 823083.498725297, 822988.253933615)"
Syn_n_50000_d_2_seed_2,asc,20,2,10,827592.066499684,219.477263212204,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827966.9079953358, 827872.6168362328, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,2,10,822430.128915603,110.928258895874,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269183, 823718.717862604, 823614.2721566376, 823512.8446551736, 823413.6049614716, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216167, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,2,10,828915.101978877,103.677252292633,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700932, 829733.717380335, 829632.2891142608, 829540.4641019522, 829440.6314138559, 829356.5314601352, 829267.892268561, 829178.6687367609, 829093.4774166499, 829005.6328751686, 828915.1019788774)"
Syn_n_50000_d_2_seed_5,asc,20,2,10,823692.923557233,83.5756738185883,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659529, 824640.5565853848, 824540.2067264084, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,2,10,823930.572353806,140.374759912491,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825219.6995637978, 825109.2136151887, 824996.6081898627, 824888.1261181206, 824797.0127803982, 824701.2733523382, 824593.315851972, 824495.3411310565, 824407.751853913, 824303.9211432475, 824205.946422332, 824118.3571451884, 824021.685691529, 823930.5723538056)"
Syn_n_50000_d_2_seed_7,asc,20,2,10,825512.128297058,119.334372997284,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,2,10,821197.659419203,92.5779359340668,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.0430841392, 821577.7700460092, 821482.7646751867, 821393.0603201299, 821295.4154184824, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,2,10,825649.51843048,180.911781787872,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401771, 826584.6441252669, 826495.1853344697, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,2,20,822470.770706042,71.2829458713532,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.2170225929, 823821.7913412428, 823709.34415283, 823625.9184714808, 823513.3253102559, 823431.7692394431, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,2,20,822988.253933615,153.32307600975,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381606, 824026.4403479792, 823932.7201694021, 823842.6614603658, 823743.4480065341, 823643.0794747306, 823549.3592961538, 823462.6308970333, 823367.6185343293, 823267.2500025261, 823170.077669212, 823081.9741121919, 822988.253933615)"
Syn_n_50000_d_2_seed_2,asc,20,2,20,827592.066499684,242.627653121948,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827966.9079953358, 827872.6168362328, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,2,20,822430.128915603,111.195262432098,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269183, 823718.717862604, 823614.2721566376, 823512.8446551736, 823413.6049614716, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216167, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,2,20,828915.101978877,103.783002376556,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700931, 829733.717380335, 829632.2891142608, 829540.464101952, 829440.6314138558, 829356.5314601352, 829267.8922685608, 829178.6687367607, 829093.4774166497, 829005.6328751685, 828915.1019788773)"
Syn_n_50000_d_2_seed_5,asc,20,2,20,823692.923557233,83.8217186927795,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659529, 824640.5565853848, 824540.2067264084, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,2,20,823930.572353806,140.560904026032,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825219.6995637978, 825109.2136151887, 824996.6081898627, 824888.1261181206, 824797.0127803982, 824701.2733523382, 824593.315851972, 824495.3411310565, 824407.751853913, 824303.9211432475, 824205.946422332, 824118.3571451884, 824021.685691529, 823930.5723538056)"
Syn_n_50000_d_2_seed_7,asc,20,2,20,825512.128297058,119.438810110092,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,2,20,821197.659419203,92.7069225311279,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.0430841392, 821577.7700460092, 821482.7646751867, 821393.0603201299, 821295.4154184824, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,2,20,825649.51843048,180.358726739883,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401771, 826584.6441252669, 826495.1853344697, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,2,50,822470.770706042,71.8358063697815,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412432, 823709.34415283, 823625.9184714808, 823513.3253102559, 823431.7692394431, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823043.3673250558, 822935.058512466, 822851.2819412808, 822744.2682082809, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
Syn_n_50000_d_2_seed_1,asc,20,2,50,822988.253933615,153.958223819733,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381606, 824026.4403479792, 823932.7201694021, 823842.6614603658, 823743.4480065341, 823643.0794747306, 823549.3592961538, 823462.6308970333, 823367.6185343293, 823267.2500025261, 823170.077669212, 823081.9741121919, 822988.253933615)"
Syn_n_50000_d_2_seed_2,asc,20,2,50,827592.066499684,190.890777111053,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828550.2609978367, 828455.9698387334, 828354.871119998, 828260.5799608954, 828167.6277928089, 828074.7752196053, 827966.9079953358, 827872.6168362328, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,2,50,822430.128915603,111.864691972733,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269183, 823718.717862604, 823614.2721566376, 823512.8446551736, 823413.6049614716, 823312.1774600076, 823221.9404459023, 823122.7573390368, 823034.931563396, 822943.6350243236, 822852.8248214858, 822768.2451310881, 822681.6102404313, 822597.0305500333, 822513.4292216167, 822430.1289156033)"
Syn_n_50000_d_2_seed_4,asc,20,2,50,828915.101978877,104.303365468979,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437917, 830029.8713314837, 829922.7961361674, 829821.3678700931, 829733.717380335, 829632.2891142608, 829540.464101952, 829440.6314138558, 829356.5314601352, 829267.8922685608, 829178.6687367607, 829093.4774166497, 829005.6328751685, 828915.1019788773)"
Syn_n_50000_d_2_seed_5,asc,20,2,50,823692.923557233,84.4595696926117,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.714287157, 824956.6657454345, 824839.8075476126, 824744.1134659529, 824640.5565853848, 824540.2067264084, 824436.6498458403, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,2,50,823930.572353806,141.215991973877,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985873, 825219.6995637978, 825109.2136151887, 824996.6081898627, 824888.1261181206, 824797.0127803982, 824701.2733523382, 824593.315851972, 824495.3411310565, 824407.751853913, 824303.9211432475, 824205.946422332, 824118.3571451884, 824021.685691529, 823930.5723538056)"
Syn_n_50000_d_2_seed_7,asc,20,2,50,825512.128297058,120.001601934433,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292081, 826466.7626509914, 826368.9950666969, 826285.5094676132, 826195.3648255054, 826109.545405102, 826025.4035944742, 825935.9151639105, 825851.7733532827, 825766.69026762, 825682.465131329, 825593.0600264285, 825512.1282970577)"
Syn_n_50000_d_2_seed_8,asc,20,2,50,821197.659419203,93.278044462204,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.0430841392, 821577.7700460092, 821482.7646751867, 821393.0603201299, 821295.4154184824, 821197.6594192025)"
Syn_n_50000_d_2_seed_9,asc,20,2,50,825649.51843048,180.324951171875,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401771, 826584.6441252669, 826495.1853344697, 826398.920722829, 826305.7685778161, 826209.4320630338, 826114.178184645, 826023.7768057237, 825928.5229273351, 825835.3026371942, 825742.7387206209, 825649.5184304799)"
Syn_n_50000_d_2_seed_0,asc,20,5,5,822473.562202153,59.8503086566925,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.2170225929, 823821.7913412428, 823709.34415283, 823625.9184714812, 823517.0836931759, 823431.7692394437, 823320.6259391475, 823236.3382128609, 823124.7530693846, 823043.367325056, 822933.9627651996, 822852.5770208711, 822744.1981423019, 822662.8123979734, 822554.5035853832, 822473.5622021529)"
Syn_n_50000_d_2_seed_1,asc,20,5,5,822988.253933616,141.902067661285,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381614, 824026.44034798, 823932.7201694027, 823842.6614603659, 823743.4480065351, 823643.0794747317, 823549.3592961545, 823465.3349854412, 823367.6185343304, 823267.2500025271, 823170.0776692125, 823083.4987252979, 822988.2539336156)"
Syn_n_50000_d_2_seed_2,asc,20,5,5,827592.066499684,182.286676645279,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857459, 828761.2131954858, 828651.7899412249, 828550.2609978367, 828455.9698387336, 828354.871119998, 828254.3472804795, 828160.0561213761, 828061.5714112794, 827966.9079953362, 827872.6168362328, 827779.3098268742, 827685.0186677708, 827592.0664996845)"
Syn_n_50000_d_2_seed_3,asc,20,5,5,822432.598861747,103.908017873764,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823725.9323209503, 823614.2721566376, 823512.8446551736, 823414.4725004283, 823313.4440568322, 823223.2070427265, 823124.0239358614, 823036.4412464381, 822944.9016211481, 822854.3345045279, 822770.9790527191, 822683.1199234731, 822599.7644716644, 822515.2433495581, 822432.5988617474)"
Syn_n_50000_d_2_seed_4,asc,20,5,5,828933.227479858,86.8315241336823,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314837, 829930.0386433868, 829839.4933710735, 829741.2879531388, 829649.4629408303, 829549.630252734, 829458.7569148361, 829374.6569611155, 829286.0177695412, 829196.7942377412, 829111.60291763, 829023.7583761489, 828933.2274798577)"
Syn_n_50000_d_2_seed_5,asc,20,5,5,823723.572969724,79.0115787982941,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825059.6041409342, 824956.6657454345, 824860.8334365595, 824744.1134659528, 824661.2232983654, 824540.2067264083, 824457.6757347874, 824344.5604787465, 824269.1196549218, 824161.8415359608, 824094.359611929, 823975.002620568, 823893.3869815951, 823780.2717255539, 823723.5729697236)"
Syn_n_50000_d_2_seed_6,asc,20,5,5,823930.765567783,131.710291862488,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.9172788326, 825286.0028985874, 825219.7953031539, 825106.7797325732, 824996.6081898629, 824888.1261181206, 824797.1085197545, 824701.2733523382, 824593.4115913287, 824495.3411310565, 824407.8475932692, 824311.0804002535, 824205.946422332, 824127.0203951397, 824021.685691529, 823930.7655677826)"
Syn_n_50000_d_2_seed_7,asc,20,5,5,825525.411818875,106.324141979218,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826544.9591292087, 826466.7626509928, 826368.9950666975, 826285.5094676145, 826195.364825506, 826109.5454051032, 826026.9758040771, 825935.9151639118, 825856.0953725233, 825766.6902676208, 825682.4651313318, 825593.0600264294, 825525.4118188753)"
